tweet_id,favorites,retweets,user_followers,user_favourites,date_time
873580283840344065,21319,3334,9348497,147245,2017-06-10 16:39:04+00:00
873337748698140672,0,1326,9347629,147243,2017-06-10 00:35:19+00:00
873213775632977920,6299,1326,9347629,147243,2017-06-09 16:22:42+00:00
872967104147763200,23986,4546,9348497,147245,2017-06-09 00:02:31+00:00
872820683541237760,13026,3158,9347629,147243,2017-06-08 14:20:41+00:00
872620804844003328,18268,3058,9347629,147243,2017-06-08 01:06:27+00:00
872486979161796608,35992,7691,9348497,147245,2017-06-07 16:14:40+00:00
872122724285648897,30110,6808,9348497,147245,2017-06-06 16:07:15+00:00
871879754684805121,32972,9213,9348498,147245,2017-06-06 00:01:46+00:00
871762521631449091,17818,2959,9348498,147245,2017-06-05 16:15:56+00:00
871515927908634625,17851,2928,9347630,147243,2017-06-04 23:56:03+00:00
871166179821445120,0,4880,9347630,147243,2017-06-04 00:46:17+00:00
871102520638267392,18485,4660,9347629,147243,2017-06-03 20:33:19+00:00
871032628920680449,20101,3214,9348498,147245,2017-06-03 15:55:36+00:00
870804317367881728,29712,5267,9347630,147243,2017-06-03 00:48:22+00:00
870726314365509632,105,3,9347630,147243,2017-06-02 19:38:25+00:00
870656317836468226,10855,2192,9348498,147245,2017-06-02 15:00:16+00:00
870374049280663552,73732,22673,9347630,147243,2017-06-01 20:18:38+00:00
870308999962521604,19421,3538,9347629,147243,2017-06-01 16:00:09+00:00
870063196459192321,32321,7053,9348498,147245,2017-05-31 23:43:25+00:00
869772420881756160,37898,8663,9347630,147243,2017-05-31 04:27:59+00:00
869702957897576449,24975,5366,9347630,147243,2017-05-30 23:51:58+00:00
869596645499047938,14142,2630,9347630,147243,2017-05-30 16:49:31+00:00
869227993411051520,18081,3192,9348498,147245,2017-05-29 16:24:37+00:00
868880397819494401,57742,12208,9347630,147243,2017-05-28 17:23:24+00:00
868639477480148993,0,1744,9348498,147245,2017-05-28 01:26:04+00:00
868622495443632128,23572,4447,9348498,147245,2017-05-28 00:18:35+00:00
868552278524837888,8941,1744,9348498,147245,2017-05-27 19:39:34+00:00
867900495410671616,21528,3555,9348498,147245,2017-05-26 00:29:37+00:00
867774946302451713,30158,6230,9348498,147245,2017-05-25 16:10:44+00:00
867421006826221569,14298,2109,9347630,147243,2017-05-24 16:44:18+00:00
867072653475098625,0,100,9347630,147243,2017-05-23 17:40:04+00:00
867051520902168576,28613,6755,9347630,147243,2017-05-23 16:16:06+00:00
866720684873056260,17821,4120,9348498,147245,2017-05-22 18:21:28+00:00
866686824827068416,17069,2955,9348498,147245,2017-05-22 16:06:55+00:00
866450705531457537,108505,30081,9347630,147243,2017-05-22 00:28:40+00:00
866334964761202691,46442,12166,9348498,147245,2017-05-21 16:48:45+00:00
866094527597207552,0,7138,9348498,147245,2017-05-21 00:53:21+00:00
865718153858494464,22854,4820,9347630,147243,2017-05-19 23:57:46+00:00
865359393868664832,23517,4273,9348498,147245,2017-05-19 00:12:11+00:00
865006731092295680,24968,6640,9348498,147245,2017-05-18 00:50:50+00:00
864873206498414592,28758,7479,9348498,147245,2017-05-17 16:00:15+00:00
864279568663928832,13030,2572,9348498,147245,2017-05-16 00:41:21+00:00
864197398364647424,26557,7560,9347630,147243,2017-05-15 19:14:50+00:00
863907417377173506,18376,3579,9347630,147243,2017-05-15 00:02:33+00:00
863553081350529029,13643,3616,9347630,147243,2017-05-14 00:34:33+00:00
863471782782697472,0,2087,9347630,147243,2017-05-13 19:11:30+00:00
863432100342583297,21233,4545,9347630,147243,2017-05-13 16:33:49+00:00
863427515083354112,1956,80,9347630,147243,2017-05-13 16:15:35+00:00
863079547188785154,7868,950,9347630,147243,2017-05-12 17:12:53+00:00
863062471531167744,7500,2087,9347630,147243,2017-05-12 16:05:02+00:00
862831371563274240,17176,4447,9348498,147245,2017-05-12 00:46:44+00:00
862722525377298433,15288,3078,9348498,147245,2017-05-11 17:34:13+00:00
862457590147678208,18213,4232,9348498,147245,2017-05-11 00:01:27+00:00
862096992088072192,65999,19922,9347630,147243,2017-05-10 00:08:34+00:00
861383897657036800,32198,9237,9347631,147243,2017-05-08 00:54:59+00:00
861288531465048066,15312,3577,9347630,147243,2017-05-07 18:36:02+00:00
861005113778896900,14959,3322,9347631,147243,2017-05-06 23:49:50+00:00
860981674716409858,0,1850,9347631,147243,2017-05-06 22:16:42+00:00
860924035999428608,0,676,9347632,147243,2017-05-06 18:27:40+00:00
860563773140209665,6704,1850,9347632,147243,2017-05-05 18:36:06+00:00
860524505164394496,21186,4589,9348500,147245,2017-05-05 16:00:04+00:00
860276583193509888,16531,3057,9347632,147243,2017-05-04 23:34:55+00:00
860184849394610176,14970,5107,9348501,147245,2017-05-04 17:30:24+00:00
860177593139703809,0,26637,9347633,147243,2017-05-04 17:01:34+00:00
859924526012018688,17575,3573,9347633,147243,2017-05-04 00:15:58+00:00
859851578198683649,13947,3061,9348501,147245,2017-05-03 19:26:06+00:00
859607811541651456,16786,1361,9348501,147245,2017-05-03 03:17:27+00:00
859196978902773760,80182,26189,9347633,147243,2017-05-02 00:04:57+00:00
859074603037188101,30331,11927,9347633,147243,2017-05-01 15:58:40+00:00
858860390427611136,0,7056,9347633,147243,2017-05-01 01:47:28+00:00
858843525470990336,14085,3019,9348501,147245,2017-05-01 00:40:27+00:00
858471635011153920,19427,4243,9348501,147245,2017-04-30 00:02:42+00:00
858107933456039936,14193,2534,9348501,147245,2017-04-28 23:57:28+00:00
857989990357356544,14458,2261,9348501,147245,2017-04-28 16:08:49+00:00
857746408056729600,30721,9319,9347633,147243,2017-04-28 00:00:54+00:00
857393404942143489,5298,1436,9348501,147245,2017-04-27 00:38:11+00:00
857263160327368704,18205,3963,9348501,147245,2017-04-26 16:00:39+00:00
857214891891077121,204,16,9347633,147243,2017-04-26 12:48:51+00:00
857062103051644929,0,146,9348501,147245,2017-04-26 02:41:43+00:00
857029823797047296,16995,3474,9348501,147245,2017-04-26 00:33:27+00:00
856543823941562368,14794,2536,9348501,147245,2017-04-24 16:22:16+00:00
856526610513747968,10805,1651,9347633,147243,2017-04-24 15:13:52+00:00
856288084350160898,486,15,9347633,147243,2017-04-23 23:26:03+00:00
856282028240666624,25156,5565,9347633,147243,2017-04-23 23:01:59+00:00
855862651834028034,302,21,9348501,147245,2017-04-22 19:15:32+00:00
855860136149123072,4400,849,9348501,147245,2017-04-22 19:05:32+00:00
855857698524602368,10836,1854,9348502,147245,2017-04-22 18:55:51+00:00
855851453814013952,41812,16086,9348502,147245,2017-04-22 18:31:02+00:00
855818117272018944,24234,4800,9348502,147245,2017-04-22 16:18:34+00:00
855459453768019968,27030,7287,9347634,147243,2017-04-21 16:33:22+00:00
855245323840757760,0,5252,9347634,147243,2017-04-21 02:22:29+00:00
855138241867124737,0,36,9347634,147243,2017-04-20 19:16:59+00:00
854732716440526848,20618,5334,9348502,147245,2017-04-19 16:25:34+00:00
854482394044301312,26505,6004,9348502,147245,2017-04-18 23:50:52+00:00
854365224396361728,17161,4135,9348502,147245,2017-04-18 16:05:17+00:00
854120357044912130,29139,6574,9347634,147243,2017-04-17 23:52:16+00:00
854010172552949760,14812,2786,9347634,147243,2017-04-17 16:34:26+00:00
853760880890318849,26010,5107,9347634,147243,2017-04-17 00:03:50+00:00
853639147608842240,31468,8843,9347634,147243,2017-04-16 16:00:07+00:00
853299958564483072,14130,3163,9348502,147245,2017-04-15 17:32:18+00:00
852936405516943360,0,1783,9348502,147245,2017-04-14 17:27:40+00:00
852912242202992640,8236,1594,9347634,147243,2017-04-14 15:51:39+00:00
852672615818899456,13620,1906,9348502,147245,2017-04-13 23:59:28+00:00
852553447878664193,14864,3103,9348502,147245,2017-04-13 16:05:56+00:00
852311364735569921,30292,8851,9348502,147245,2017-04-13 00:03:59+00:00
852226086759018497,18295,6076,9348502,147245,2017-04-12 18:25:07+00:00
852189679701164033,10563,1417,9348502,147245,2017-04-12 16:00:27+00:00
851591660324737024,14924,3122,9347634,147243,2017-04-11 00:24:08+00:00
851464819735769094,22223,6294,9348502,147245,2017-04-10 16:00:07+00:00
851224888060895234,18996,5162,9348503,147245,2017-04-10 00:06:42+00:00
850753642995093505,28071,8058,9348503,147245,2017-04-08 16:54:09+00:00
850380195714523136,12053,2325,9347635,147243,2017-04-07 16:10:12+00:00
850333567704068097,3183,301,9348503,147245,2017-04-07 13:04:55+00:00
850145622816686080,15012,3387,9348503,147245,2017-04-07 00:38:06+00:00
850019790995546112,18744,4357,9348503,147245,2017-04-06 16:18:05+00:00
849776966551130114,27869,6801,9347635,147243,2017-04-06 00:13:11+00:00
849668094696017920,0,4435,9347635,147243,2017-04-05 17:00:34+00:00
849412302885593088,14655,2822,9347635,147243,2017-04-05 00:04:08+00:00
849336543269576704,10539,1684,9348503,147245,2017-04-04 19:03:06+00:00
849051919805034497,38904,7603,9348503,147245,2017-04-04 00:12:06+00:00
848690551926992896,23222,3914,9347635,147243,2017-04-03 00:16:10+00:00
848324959059550208,22776,4135,9347635,147243,2017-04-02 00:03:26+00:00
848213670039564288,7534,644,9347635,147243,2017-04-01 16:41:12+00:00
848212111729840128,15020,2712,9347635,147243,2017-04-01 16:35:01+00:00
847978865427394560,0,2914,9347635,147243,2017-04-01 01:08:10+00:00
847971574464610304,0,394,9347635,147243,2017-04-01 00:39:12+00:00
847962785489326080,21696,4563,9348503,147245,2017-04-01 00:04:17+00:00
847842811428974592,5005,1186,9347635,147243,2017-03-31 16:07:33+00:00
847617282490613760,6465,376,9348503,147245,2017-03-31 01:11:22+00:00
847606175596138505,17325,3077,9347635,147243,2017-03-31 00:27:14+00:00
847251039262605312,18934,3909,9347635,147243,2017-03-30 00:56:03+00:00
847157206088847362,18344,5247,9347635,147243,2017-03-29 18:43:12+00:00
847116187444137987,19843,2871,9348504,147245,2017-03-29 16:00:12+00:00
846874817362120707,18583,3543,9348504,147245,2017-03-29 00:01:05+00:00
846514051647705089,41082,10354,9347635,147243,2017-03-28 00:07:32+00:00
846505985330044928,13039,2756,9347636,147243,2017-03-27 23:35:28+00:00
846153765933735936,29036,8150,9347636,147243,2017-03-27 00:15:53+00:00
846139713627017216,28749,9149,9348504,147245,2017-03-26 23:20:02+00:00
846042936437604353,14787,2582,9348504,147245,2017-03-26 16:55:29+00:00
845812042753855489,26951,7847,9348504,147245,2017-03-26 01:38:00+00:00
845677943972139009,23380,4374,9348504,147245,2017-03-25 16:45:08+00:00
845397057150107648,7073,1618,9348504,147245,2017-03-24 22:08:59+00:00
845306882940190720,21579,4847,9348504,147245,2017-03-24 16:10:40+00:00
845098359547420673,0,6930,9347636,147243,2017-03-24 02:22:04+00:00
844979544864018432,12644,2306,9348504,147245,2017-03-23 18:29:57+00:00
844973813909606400,13908,2843,9347636,147243,2017-03-23 18:07:10+00:00
844580511645339650,15272,2808,9347636,147243,2017-03-22 16:04:20+00:00
844223788422217728,12685,1987,9348504,147245,2017-03-21 16:26:50+00:00
843981021012017153,14086,2698,9347636,147243,2017-03-21 00:22:10+00:00
843856843873095681,19927,4165,9348504,147245,2017-03-20 16:08:44+00:00
843604394117681152,15658,2476,9348504,147245,2017-03-19 23:25:35+00:00
843235543001513987,19928,5389,9347636,147243,2017-03-18 22:59:54+00:00
842846295480000512,14196,3313,9348504,147245,2017-03-17 21:13:10+00:00
842765311967449089,6285,1175,9347636,147241,2017-03-17 15:51:22+00:00
842535590457499648,16879,3171,9348504,147245,2017-03-17 00:38:32+00:00
842163532590374912,22686,5252,9348504,147245,2017-03-16 00:00:07+00:00
842115215311396866,13006,2755,9348504,147245,2017-03-15 20:48:07+00:00
841833993020538882,0,13539,9348504,147245,2017-03-15 02:10:39+00:00
841680585030541313,23997,7145,9348504,147245,2017-03-14 16:01:03+00:00
841439858740625411,11705,3312,9347636,147241,2017-03-14 00:04:30+00:00
841320156043304961,18389,5013,9348504,147245,2017-03-13 16:08:50+00:00
841314665196081154,14718,4228,9348504,147245,2017-03-13 15:47:01+00:00
841077006473256960,21305,4880,9347636,147241,2017-03-13 00:02:39+00:00
840761248237133825,0,1619,9348504,147245,2017-03-12 03:07:56+00:00
840728873075638272,0,14567,9348504,147245,2017-03-12 00:59:17+00:00
840698636975636481,163,2,9347636,147241,2017-03-11 22:59:09+00:00
840696689258311684,11455,889,9348504,147245,2017-03-11 22:51:24+00:00
840632337062862849,8413,1619,9347636,147241,2017-03-11 18:35:42+00:00
840370681858686976,15309,4173,9347636,147241,2017-03-11 01:15:58+00:00
840268004936019968,17854,5205,9348504,147245,2017-03-10 18:27:58+00:00
839990271299457024,12503,2065,9347636,147241,2017-03-10 00:04:21+00:00
839549326359670784,25527,7056,9348504,147245,2017-03-08 18:52:12+00:00
839290600511926273,0,132,9347636,147243,2017-03-08 01:44:07+00:00
839239871831150596,25181,5925,9348505,147245,2017-03-07 22:22:32+00:00
838952994649550848,18326,3659,9348505,147245,2017-03-07 03:22:35+00:00
838921590096166913,10400,1853,9347637,147241,2017-03-07 01:17:48+00:00
838916489579200512,0,31,9348505,147245,2017-03-07 00:57:32+00:00
838831947270979586,0,10004,9347637,147241,2017-03-06 19:21:35+00:00
838561493054533637,10234,1230,9347636,147241,2017-03-06 01:26:54+00:00
838476387338051585,20925,4334,9348505,147245,2017-03-05 19:48:43+00:00
838201503651401729,0,9163,9347637,147241,2017-03-05 01:36:26+00:00
838150277551247360,1566,302,9348505,147245,2017-03-04 22:12:52+00:00
838085839343206401,133,1,9348505,147245,2017-03-04 17:56:49+00:00
838083903487373313,16427,2834,9348505,147245,2017-03-04 17:49:08+00:00
837820167694528512,31777,7139,9347637,147241,2017-03-04 00:21:08+00:00
837482249356513284,3599,405,9348505,147245,2017-03-03 01:58:22+00:00
837471256429613056,11961,2059,9348505,147245,2017-03-03 01:14:41+00:00
837110210464448512,15043,2175,9348505,147245,2017-03-02 01:20:01+00:00
836989968035819520,11927,2109,9348505,147245,2017-03-01 17:22:13+00:00
836753516572119041,18084,4257,9347636,147241,2017-03-01 01:42:39+00:00
836677758902222849,11812,2021,9348505,147245,2017-02-28 20:41:37+00:00
836648853927522308,0,507,9348505,147245,2017-02-28 18:46:45+00:00
836397794269200385,0,25032,9347636,147241,2017-02-28 02:09:08+00:00
836380477523124226,13885,2745,9348505,147245,2017-02-28 01:00:19+00:00
836260088725786625,19909,3976,9348505,147245,2017-02-27 17:01:56+00:00
836001077879255040,17854,3883,9347637,147241,2017-02-26 23:52:43+00:00
835685285446955009,0,7404,9347637,147241,2017-02-26 02:57:52+00:00
835574547218894849,16619,3293,9348505,147245,2017-02-25 19:37:50+00:00
835536468978302976,0,1540,9347637,147241,2017-02-25 17:06:32+00:00
835309094223372289,0,19125,9347637,147241,2017-02-25 02:03:02+00:00
835297930240217089,15405,2734,9348505,147245,2017-02-25 01:18:40+00:00
835264098648616962,7221,1540,9348505,147245,2017-02-24 23:04:14+00:00
835246439529840640,1988,63,9348505,147245,2017-02-24 21:54:03+00:00
835172783151792128,24525,5288,9348505,147245,2017-02-24 17:01:22+00:00
835152434251116546,20893,2755,9347637,147241,2017-02-24 15:40:31+00:00
834931633769889797,10085,1489,9347637,147241,2017-02-24 01:03:08+00:00
834786237630337024,20171,5105,9347637,147241,2017-02-23 15:25:23+00:00
834574053763584002,12789,2311,9348506,147245,2017-02-23 01:22:14+00:00
834477809192075265,0,9747,9348506,147245,2017-02-22 18:59:48+00:00
834458053273591808,9019,1544,9348506,147245,2017-02-22 17:41:18+00:00
834209720923721728,19217,4318,9348506,147245,2017-02-22 01:14:30+00:00
834167344700198914,14800,3358,9347638,147241,2017-02-21 22:26:07+00:00
834089966724603904,9425,1961,9347638,147241,2017-02-21 17:18:39+00:00
834086379323871233,12217,2037,9347638,147241,2017-02-21 17:04:24+00:00
833863086058651648,12584,2207,9347638,147241,2017-02-21 02:17:06+00:00
833826103416520705,17045,3483,9348506,147245,2017-02-20 23:50:09+00:00
833732339549220864,0,204,9348506,147245,2017-02-20 17:37:34+00:00
833722901757046785,19634,2994,9348507,147245,2017-02-20 17:00:04+00:00
833479644947025920,13971,1882,9348507,147245,2017-02-20 00:53:27+00:00
833124694597443584,18959,4435,9348507,147245,2017-02-19 01:23:00+00:00
832998151111966721,12407,2009,9347639,147241,2017-02-18 17:00:10+00:00
832769181346996225,0,38,9347639,147241,2017-02-18 01:50:19+00:00
832757312314028032,15818,3315,9347639,147241,2017-02-18 01:03:09+00:00
832682457690300417,11124,2664,9348507,147245,2017-02-17 20:05:43+00:00
832645525019123713,2733,484,9347639,147241,2017-02-17 17:38:57+00:00
832636094638288896,14865,2555,9347639,147241,2017-02-17 17:01:29+00:00
832397543355072512,11215,2036,9348507,147245,2017-02-17 01:13:34+00:00
832369877331693569,16050,2914,9347638,147241,2017-02-16 23:23:38+00:00
832273440279240704,10629,2140,9348507,147245,2017-02-16 17:00:25+00:00
832215909146226688,0,5710,9347639,147241,2017-02-16 13:11:49+00:00
832215726631055365,0,8573,9348507,147245,2017-02-16 13:11:05+00:00
832088576586297345,58,2,9348507,147245,2017-02-16 04:45:50+00:00
832040443403784192,0,8807,9348507,147245,2017-02-16 01:34:34+00:00
832032802820481025,16738,4294,9348507,147245,2017-02-16 01:04:13+00:00
831939777352105988,22446,5648,9347639,147241,2017-02-15 18:54:34+00:00
831926988323639298,319,34,9347639,147241,2017-02-15 18:03:45+00:00
831911600680497154,25792,5958,9347639,147241,2017-02-15 17:02:36+00:00
831670449226514432,9769,1686,9347639,147241,2017-02-15 01:04:21+00:00
831650051525054464,6669,1783,9347639,147241,2017-02-14 23:43:18+00:00
831552930092285952,8432,2157,9348507,147245,2017-02-14 17:17:22+00:00
831322785565769729,8746,1440,9347639,147241,2017-02-14 02:02:51+00:00
831315979191906304,6165,1036,9347639,147241,2017-02-14 01:35:49+00:00
831309418084069378,11069,2259,9348507,147245,2017-02-14 01:09:44+00:00
831262627380748289,11127,1885,9347639,147241,2017-02-13 22:03:49+00:00
830956169170665475,7489,1373,9347639,147241,2017-02-13 01:46:03+00:00
830583320585068544,62233,15378,9348507,147245,2017-02-12 01:04:29+00:00
830173239259324417,0,5228,9347639,147241,2017-02-10 21:54:58+00:00
830097400375152640,9132,2688,9348507,147245,2017-02-10 16:53:37+00:00
829878982036299777,0,4590,9348507,147245,2017-02-10 02:25:42+00:00
829861396166877184,11491,1790,9347639,147241,2017-02-10 01:15:49+00:00
829501995190984704,29823,9747,9347639,147241,2017-02-09 01:27:41+00:00
829449946868879360,9846,1858,9348507,147245,2017-02-08 22:00:52+00:00
829141528400556032,22847,6751,9348507,147245,2017-02-08 01:35:19+00:00
829011960981237760,50160,15062,9347639,147241,2017-02-07 17:00:28+00:00
828801551087042563,0,3150,9348507,147245,2017-02-07 03:04:22+00:00
828770345708580865,24012,5385,9348507,147245,2017-02-07 01:00:22+00:00
828708714936930305,34154,10298,9347639,147241,2017-02-06 20:55:28+00:00
828650029636317184,8926,1233,9348507,147245,2017-02-06 17:02:17+00:00
828409743546925057,6026,1078,9348507,147245,2017-02-06 01:07:28+00:00
828408677031882754,7230,1182,9347639,147241,2017-02-06 01:03:14+00:00
828381636999917570,11832,2055,9347639,147241,2017-02-05 23:15:47+00:00
828376505180889089,6969,991,9348507,147245,2017-02-05 22:55:23+00:00
828372645993398273,11837,2721,9347639,147241,2017-02-05 22:40:03+00:00
828361771580813312,2063,165,9348507,147245,2017-02-05 21:56:51+00:00
828046555563323392,11023,2648,9347639,147241,2017-02-05 01:04:17+00:00
828011680017821696,9749,1981,9347639,147241,2017-02-04 22:45:42+00:00
827933404142436356,18796,4814,9347639,147241,2017-02-04 17:34:40+00:00
827653905312006145,14557,2788,9347639,147241,2017-02-03 23:04:02+00:00
827600520311402496,7052,864,9347639,147241,2017-02-03 19:31:54+00:00
827324948884643840,14914,2800,9347639,147241,2017-02-03 01:16:53+00:00
827199976799354881,9978,2056,9348507,147245,2017-02-02 17:00:17+00:00
826958653328592898,20253,4590,9348507,147245,2017-02-02 01:01:21+00:00
826848821049180160,33963,9310,9348507,147245,2017-02-01 17:44:55+00:00
826615380357632002,0,3672,9348507,147245,2017-02-01 02:17:19+00:00
826598799820865537,4841,229,9347639,147241,2017-02-01 01:11:25+00:00
826598365270007810,9418,2174,9348507,147245,2017-02-01 01:09:42+00:00
826476773533745153,17330,3887,9347639,147241,2017-01-31 17:06:32+00:00
826240494070030336,12493,2412,9347639,147241,2017-01-31 01:27:39+00:00
826204788643753985,4583,855,9347639,147241,2017-01-30 23:05:46+00:00
826115272272650244,14699,2860,9347639,147241,2017-01-30 17:10:04+00:00
825876512159186944,9894,1735,9348507,147245,2017-01-30 01:21:19+00:00
825829644528148480,11983,2324,9348507,147245,2017-01-29 22:15:05+00:00
825535076884762624,53809,16311,9347639,147241,2017-01-29 02:44:34+00:00
825147591692263424,17214,4162,9348507,147245,2017-01-28 01:04:51+00:00
825120256414846976,0,1165,9347639,147241,2017-01-27 23:16:13+00:00
825026590719483904,5884,1165,9347639,147241,2017-01-27 17:04:02+00:00
824796380199809024,0,5079,9348507,147245,2017-01-27 01:49:15+00:00
824775126675836928,14018,3260,9348507,147245,2017-01-27 00:24:48+00:00
824663926340194305,9915,1637,9348507,147245,2017-01-26 17:02:56+00:00
824325613288833024,11147,9859,9348507,147245,2017-01-25 18:38:36+00:00
824297048279236611,14183,3557,9348507,147245,2017-01-25 16:45:05+00:00
824025158776213504,4567,556,9348507,147245,2017-01-24 22:44:42+00:00
823939628516474880,10032,2523,9348507,147245,2017-01-24 17:04:50+00:00
823719002937630720,0,10320,9347639,147241,2017-01-24 02:28:08+00:00
823699002998870016,13176,2331,9347639,147241,2017-01-24 01:08:40+00:00
823581115634085888,12220,2434,9347639,147241,2017-01-23 17:20:14+00:00
823333489516937216,660,22,9348507,147245,2017-01-23 00:56:15+00:00
823322678127919110,14780,3709,9348507,147245,2017-01-23 00:13:17+00:00
823269594223824897,0,9191,9347640,147241,2017-01-22 20:42:21+00:00
822975315408461824,16331,3192,9347640,147241,2017-01-22 01:12:59+00:00
822872901745569793,123645,39801,9347639,147241,2017-01-21 18:26:02+00:00
822859134160621569,12415,2106,9348508,147245,2017-01-21 17:31:20+00:00
822647212903690241,0,5938,9347640,147241,2017-01-21 03:29:14+00:00
822610361945911296,13924,2723,9347640,147241,2017-01-21 01:02:48+00:00
822489057087389700,17053,5938,9348508,147245,2017-01-20 17:00:46+00:00
822462944365645825,26204,13089,9347640,147241,2017-01-20 15:17:01+00:00
822244816520155136,33013,9191,9348508,147245,2017-01-20 00:50:15+00:00
822163064745328640,0,4358,9347640,147241,2017-01-19 19:25:24+00:00
821886076407029760,10647,2132,9347640,147241,2017-01-19 01:04:45+00:00
821813639212650496,0,3115,9348508,147245,2017-01-18 20:16:54+00:00
821765923262631936,7879,1555,9348508,147245,2017-01-18 17:07:18+00:00
821522889702862852,7551,1626,9348508,147245,2017-01-18 01:01:34+00:00
821421320206483457,0,5113,9347640,147241,2017-01-17 18:17:58+00:00
821407182352777218,11063,3980,9347640,147241,2017-01-17 17:21:47+00:00
821153421864615936,234,9,9347640,147241,2017-01-17 00:33:26+00:00
821149554670182400,8079,1821,9348508,147245,2017-01-17 00:18:04+00:00
821107785811234820,9038,1968,9347640,147241,2017-01-16 21:32:06+00:00
821044531881721856,11911,2117,9348508,147245,2017-01-16 17:20:45+00:00
820837357901512704,0,6218,9348508,147245,2017-01-16 03:37:31+00:00
820749716845686786,29729,9163,9347640,147241,2017-01-15 21:49:15+00:00
820690176645140481,11549,2992,9348508,147245,2017-01-15 17:52:40+00:00
820494788566847489,0,521,9347640,147241,2017-01-15 04:56:16+00:00
820446719150292993,0,2383,9348508,147245,2017-01-15 01:45:15+00:00
820314633777061888,3145,521,9347640,147241,2017-01-14 17:00:24+00:00
820078625395449857,18578,5765,9348508,147245,2017-01-14 01:22:35+00:00
820013781606658049,0,1080,9348508,147245,2017-01-13 21:04:55+00:00
819952236453363712,5007,1080,9348508,147245,2017-01-13 17:00:21+00:00
819924195358416896,12193,4530,9348508,147245,2017-01-13 15:08:56+00:00
819711362133872643,12572,2862,9348508,147245,2017-01-13 01:03:12+00:00
819588359383371776,9125,1865,9348508,147245,2017-01-12 16:54:26+00:00
819347104292290561,6809,1115,9348508,147245,2017-01-12 00:55:47+00:00
819238181065359361,2133,379,9348508,147245,2017-01-11 17:42:57+00:00
819227688460238848,21730,6218,9348508,147245,2017-01-11 17:01:16+00:00
819015337530290176,0,34443,9348508,147245,2017-01-11 02:57:27+00:00
819015331746349057,0,17736,9348508,147245,2017-01-11 02:57:26+00:00
819006400881917954,42864,17736,9347640,147241,2017-01-11 02:21:57+00:00
819004803107983360,82371,34443,9347640,147241,2017-01-11 02:15:36+00:00
818646164899774465,0,19377,9347640,147241,2017-01-10 02:30:30+00:00
818627210458333184,21156,7038,9347640,147241,2017-01-10 01:15:10+00:00
818614493328580609,9274,2346,9348508,147245,2017-01-10 00:24:38+00:00
818588835076603904,0,5670,9347640,147241,2017-01-09 22:42:41+00:00
818536468981415936,10233,2264,9347640,147241,2017-01-09 19:14:36+00:00
818307523543449600,0,7427,9348508,147245,2017-01-09 04:04:51+00:00
818259473185828864,10377,2074,9347640,147241,2017-01-09 00:53:55+00:00
818145370475810820,11589,2361,9347640,147241,2017-01-08 17:20:31+00:00
817908911860748288,4594,739,9348508,147245,2017-01-08 01:40:55+00:00
817827839487737858,48430,25032,9348508,147245,2017-01-07 20:18:46+00:00
817777686764523521,10201,2515,9348508,147245,2017-01-07 16:59:28+00:00
817536400337801217,11076,2720,9347640,147241,2017-01-07 01:00:41+00:00
817502432452313088,0,3132,9348508,147245,2017-01-06 22:45:43+00:00
817423860136083457,31746,13539,9347640,147241,2017-01-06 17:33:29+00:00
817415592588222464,5280,884,9347640,147241,2017-01-06 17:00:38+00:00
817181837579653120,0,7834,9348508,147245,2017-01-06 01:31:47+00:00
817171292965273600,8284,1858,9348509,147245,2017-01-06 00:49:53+00:00
817120970343411712,11503,2406,9347641,147241,2017-01-05 21:29:55+00:00
817056546584727552,8107,1510,9348509,147245,2017-01-05 17:13:55+00:00
816829038950027264,0,4372,9348509,147245,2017-01-05 02:09:53+00:00
816816676327063552,9444,1886,9347641,147241,2017-01-05 01:20:46+00:00
816697700272001025,9209,2047,9348509,147245,2017-01-04 17:27:59+00:00
816450570814898180,28573,7427,9347642,147241,2017-01-04 01:05:59+00:00
816336735214911488,8149,1795,9347642,147241,2017-01-03 17:33:39+00:00
816091915477250048,8460,1980,9348510,147245,2017-01-03 01:20:49+00:00
816062466425819140,0,942,9348510,147245,2017-01-02 23:23:48+00:00
816014286006976512,0,4864,9347642,147241,2017-01-02 20:12:21+00:00
815990720817401858,4677,942,9348510,147245,2017-01-02 18:38:42+00:00
815966073409433600,21066,7834,9348510,147245,2017-01-02 17:00:46+00:00
815745968457060357,0,3845,9347641,147241,2017-01-02 02:26:09+00:00
815736392542261248,9282,2109,9348510,147245,2017-01-02 01:48:06+00:00
815639385530101762,7795,1547,9347641,147241,2017-01-01 19:22:38+00:00
815390420867969024,9786,3553,9347641,147241,2017-01-01 02:53:20+00:00
814986499976527872,7232,1183,9348509,147245,2016-12-31 00:08:17+00:00
814638523311648768,10659,2516,9348509,147245,2016-12-30 01:05:33+00:00
814578408554463233,0,5440,9348509,147245,2016-12-29 21:06:41+00:00
814530161257443328,8199,1735,9347641,147241,2016-12-29 17:54:58+00:00
814153002265309185,27161,8082,9347641,147241,2016-12-28 16:56:16+00:00
813944609378369540,0,2945,9348509,147245,2016-12-28 03:08:11+00:00
813910438903693312,8819,1725,9348509,147245,2016-12-28 00:52:25+00:00
813812741911748608,34502,12996,9348510,147245,2016-12-27 18:24:12+00:00
813800681631023104,7864,1640,9348510,147245,2016-12-27 17:36:16+00:00
